session,base_session,model,root_agent,root_generation,is_root_swarm_session,meta_created_utc,meta_updated_utc,meta_message_count,actual_message_count,assistant_messages_stream_count,first_assistant_utc,last_assistant_utc,usage_records,prompt_tokens_recorded,completion_tokens_recorded,cached_tokens_recorded,gen2_memory_says_no_inbound_citers,phase1_raw_inbound_events,parse_error
811a1727-de2,811a1727-de2,es1_orange_o50_thinking_max,agent-014,2,True,2026-08-02T08:40:28.238784Z,2026-08-03T04:27:19.217035Z,56,not_loaded_memory_safe,228,2026-08-02T08:44:46.382876Z,2026-08-03T04:27:19.101900Z,not_scanned,,,,True,91,False
83f46b1b-1a2,83f46b1b-1a2,es1_orange_o50_thinking_max,agent-016,2,True,2026-08-02T08:26:47.080928Z,2026-08-02T21:56:06.886000Z,64,not_loaded_memory_safe,61,2026-08-02T08:28:38.589236Z,2026-08-02T21:56:00.087106Z,not_scanned,,,,True,41,False
84f10ea0-616,84f10ea0-616,gpt56_sol,agent-010,2,True,2026-08-02T08:38:11.837658Z,2026-08-02T20:43:13.565882Z,64,not_loaded_memory_safe,20,2026-08-02T08:39:58.010467Z,2026-08-02T20:37:35.761667Z,not_scanned,,,,True,56,False
863d2747-98c,863d2747-98c,gpt56_sol,agent-012,1,True,2026-08-01T16:21:31.060419Z,2026-08-02T21:27:07.629185Z,892,not_loaded_memory_safe,409,2026-08-01T16:21:56.978120Z,2026-08-02T21:22:10.255385Z,not_scanned,,,,False,22,False
866316a9-1a0.archive.0,866316a9-1a0,seed-stable,agent-035,1,True,2026-08-01T20:50:30.557401Z,2026-08-01T20:50:30.557401Z,268,not_loaded_memory_safe,124,2026-08-01T16:22:23.144235Z,2026-08-01T20:49:15.540451Z,not_scanned,,,,False,14,False
866316a9-1a0.archive.1,866316a9-1a0,seed-stable,agent-035,1,True,2026-08-02T09:13:27.733921Z,2026-08-02T09:13:27.733921Z,254,not_loaded_memory_safe,289,2026-08-01T16:24:18.940963Z,2026-08-02T09:08:22.331164Z,not_scanned,,,,False,,False
866316a9-1a0,866316a9-1a0,seed-stable,agent-035,1,True,2026-08-01T16:21:59.969303Z,2026-08-02T20:48:49.735151Z,194,not_loaded_memory_safe,161,2026-08-01T16:24:18.940963Z,2026-08-02T20:42:52.016067Z,not_scanned,,,,False,,False
87cd12e3-458,87cd12e3-458,es1_orange_o50_thinking_max,agent-016,2,True,2026-08-02T08:41:12.949476Z,2026-08-03T04:05:05.432395Z,190,not_loaded_memory_safe,122,2026-08-02T08:42:10.747091Z,2026-08-03T04:05:05.401254Z,not_scanned,,,,True,41,False
8e47c58f-542,8e47c58f-542,gpt56_sol_reasoning_xhigh,agent-003,2,True,2026-08-02T08:21:15.104946Z,2026-08-02T20:43:32.970727Z,73,not_loaded_memory_safe,21,2026-08-02T08:22:09.930968Z,2026-08-02T20:39:25.581472Z,not_scanned,,,,True,24,False
9266b943-44f,9266b943-44f,es1_orange_o50_thinking_max,agent-016,1,True,2026-08-01T16:21:33.504985Z,2026-08-02T20:49:59.839898Z,359,not_loaded_memory_safe,277,2026-08-01T16:22:05.002528Z,2026-08-02T20:41:33.804035Z,not_scanned,,,,False,41,False
9491222a-676,9491222a-676,gpt56_sol_reasoning_high,agent-007,2,True,2026-08-02T08:34:49.851663Z,2026-08-02T21:56:07.176249Z,79,not_loaded_memory_safe,22,2026-08-02T08:38:06.055258Z,2026-08-02T21:56:04.043817Z,not_scanned,,,,True,38,False
98f2916e-af5,98f2916e-af5,seed-stable-reasoning-high,agent-026,2,True,2026-08-02T08:46:06.882866Z,2026-08-02T20:45:42.165831Z,62,not_loaded_memory_safe,20,2026-08-02T08:47:22.928843Z,2026-08-02T20:41:19.572037Z,not_scanned,,,,True,22,False
9af3b4ae-dc9,9af3b4ae-dc9,es1_orange_o50_thinking,agent-019,2,True,2026-08-02T08:28:49.636982Z,2026-08-02T23:19:19.300019Z,99,not_loaded_memory_safe,82,2026-08-02T08:30:07.832179Z,2026-08-02T23:19:18.192102Z,not_scanned,,,,True,26,False
9d2e88f5-28b,9d2e88f5-28b,es1_orange_o50_thinking,agent-020,1,True,2026-08-01T16:21:34.028120Z,2026-08-02T20:43:06.366342Z,379,not_loaded_memory_safe,615,2026-08-01T16:22:08.799221Z,2026-08-02T20:37:07.265364Z,not_scanned,,,,False,25,False
9dd98851-6c4,9dd98851-6c4,es1_orange_o50_thinking_max,agent-014,2,True,2026-08-02T08:25:16.625297Z,2026-08-02T22:12:14.501681Z,60,not_loaded_memory_safe,76,2026-08-02T08:30:33.116719Z,2026-08-02T22:12:10.804492Z,not_scanned,,,,True,91,False
9e74e044-cca,9e74e044-cca,gpt56_sol_reasoning_xhigh,agent-003,1,True,2026-08-01T16:21:25.367304Z,2026-08-02T20:45:43.828411Z,757,not_loaded_memory_safe,318,2026-08-01T16:21:37.295487Z,2026-08-02T20:41:34.252215Z,not_scanned,,,,False,24,False
9fdc6452-b34,9fdc6452-b34,es1_orange_o50_thinking,agent-019,2,True,2026-08-02T08:42:16.641224Z,2026-08-02T20:43:33.750423Z,53,not_loaded_memory_safe,35,2026-08-02T08:44:41.966143Z,2026-08-02T20:39:26.779348Z,not_scanned,,,,True,26,False
a01d1cab-0be,a01d1cab-0be,es1_orange_o50,agent-023,2,True,2026-08-02T08:30:25.305619Z,2026-08-02T20:42:12.258203Z,61,not_loaded_memory_safe,25,2026-08-02T08:32:43.931032Z,2026-08-02T15:40:11.526665Z,not_scanned,,,,True,18,False
a0a01477-03f,a0a01477-03f,seed-stable-reasoning,agent-031,2,True,2026-08-02T08:48:25.417298Z,2026-08-02T21:58:00.371556Z,56,not_loaded_memory_safe,46,2026-08-02T08:51:10.079845Z,2026-08-02T21:57:56.420286Z,not_scanned,,,,True,15,False
a1faeb76-996,a1faeb76-996,seed-stable-reasoning-high,agent-028,2,True,2026-08-02T08:47:10.299580Z,2026-08-02T20:46:57.046035Z,64,not_loaded_memory_safe,23,2026-08-02T08:48:10.454370Z,2026-08-02T20:45:24.619998Z,not_scanned,,,,True,16,False
a2b1ce44-505,a2b1ce44-505,gpt56_sol,agent-010,1,True,2026-08-01T16:21:28.156256Z,2026-08-02T20:46:43.477472Z,568,not_loaded_memory_safe,229,2026-08-01T16:21:55.008157Z,2026-08-02T20:45:25.626705Z,not_scanned,,,,False,56,False
a8190cc1-988.archive.0,a8190cc1-988,seed-stable,agent-036,1,True,2026-08-01T20:39:41.144973Z,2026-08-01T20:39:41.144973Z,264,not_loaded_memory_safe,134,2026-08-01T16:22:27.528125Z,2026-08-01T20:30:47.938936Z,not_scanned,,,,False,20,False
a8190cc1-988.archive.1,a8190cc1-988,seed-stable,agent-036,1,True,2026-08-01T23:51:26.235775Z,2026-08-01T23:51:26.235775Z,287,not_loaded_memory_safe,152,2026-08-01T17:57:06.123172Z,2026-08-01T23:49:42.605674Z,not_scanned,,,,False,,False
a8190cc1-988,a8190cc1-988,seed-stable,agent-036,1,True,2026-08-01T16:22:01.605516Z,2026-08-02T20:46:38.338348Z,138,not_loaded_memory_safe,83,2026-08-01T17:57:06.123172Z,2026-08-02T20:45:25.610404Z,not_scanned,,,,False,,False
a8f10db5-e35,a8f10db5-e35,gpt56_sol,agent-010,2,True,2026-08-02T08:23:30.923523Z,2026-08-02T23:03:22.620114Z,123,not_loaded_memory_safe,46,2026-08-02T08:24:21.850499Z,2026-08-02T23:03:18.924202Z,not_scanned,,,,True,56,False
a96ff105-607,a96ff105-607,gpt56_sol_reasoning_high,agent-007,1,True,2026-08-01T16:21:27.842809Z,2026-08-03T06:56:34.126036Z,993,not_loaded_memory_safe,569,2026-08-01T16:21:55.555076Z,2026-08-03T06:56:34.009609Z,not_scanned,,,,False,38,False
a98091f3-e8c,a98091f3-e8c,gpt56_sol_reasoning_xhigh,,,False,2026-08-01T17:30:46.530764Z,2026-08-01T19:38:41.128970Z,166,not_loaded_memory_safe,55,2026-08-01T17:31:30.899919Z,2026-08-01T19:38:39.944777Z,not_scanned,,,,False,,False
ae0bef84-009,ae0bef84-009,gpt56_sol_reasoning_xhigh,agent-003,2,True,2026-08-02T08:33:10.743565Z,2026-08-02T20:46:13.363177Z,67,not_loaded_memory_safe,18,2026-08-02T08:34:30.029333Z,2026-08-02T20:41:34.236895Z,not_scanned,,,,True,24,False
b245f6c9-2d3,b245f6c9-2d3,es1_orange_o50_thinking,agent-018,2,True,2026-08-02T08:27:09.989087Z,2026-08-02T20:43:49.583486Z,59,not_loaded_memory_safe,46,2026-08-02T08:29:24.511834Z,2026-08-02T20:40:13.002938Z,not_scanned,,,,True,61,False
b35f7b34-c97,b35f7b34-c97,gpt56_sol_reasoning_high,agent-006,1,True,2026-08-01T16:21:27.704358Z,2026-08-03T07:21:39.422408Z,1277,not_loaded_memory_safe,502,2026-08-01T16:21:55.010402Z,2026-08-03T07:21:38.230567Z,not_scanned,,,,False,53,False
b36e456f-2b1,b36e456f-2b1,es1_orange_o50_thinking_max,agent-014,1,True,2026-08-01T16:21:30.774992Z,2026-08-02T20:43:04.554881Z,440,not_loaded_memory_safe,290,2026-08-01T16:21:54.741402Z,2026-08-02T20:37:19.550717Z,not_scanned,,,,False,91,False
b49a1230-5cf,b49a1230-5cf,seed-stable-reasoning-high,,,False,2026-08-02T08:32:17.294232Z,2026-08-02T08:32:17.294233Z,0,not_loaded_memory_safe,0,,,not_scanned,,,,False,,False
b91ef513-bcc,b91ef513-bcc,seed-stable,,,False,2026-08-02T07:42:34.865793Z,2026-08-02T07:43:41.920128Z,3,not_loaded_memory_safe,1,2026-08-02T07:43:20.061177Z,2026-08-02T07:43:20.061177Z,not_scanned,,,,False,,False
bbfef123-990.archive.0,bbfef123-990,seed-stable-reasoning,agent-029,1,True,2026-08-01T20:45:59.953291Z,2026-08-01T20:45:59.953291Z,291,not_loaded_memory_safe,125,2026-08-01T16:22:16.801593Z,2026-08-01T20:45:08.920486Z,not_scanned,,,,False,42,False
bbfef123-990.archive.1,bbfef123-990,seed-stable-reasoning,agent-029,1,True,2026-08-01T22:53:38.414961Z,2026-08-01T22:53:38.414961Z,244,not_loaded_memory_safe,121,2026-08-01T20:40:16.944294Z,2026-08-01T22:52:33.115458Z,not_scanned,,,,False,,False
bbfef123-990,bbfef123-990,seed-stable-reasoning,agent-029,1,True,2026-08-01T16:21:55.751875Z,2026-08-02T20:42:52.171067Z,185,not_loaded_memory_safe,91,2026-08-01T22:42:44.732596Z,2026-08-02T20:37:21.251913Z,not_scanned,,,,False,,False
bdb5af6a-71c,bdb5af6a-71c,es1_orange_o50,agent-023,1,True,2026-08-01T16:21:36.612268Z,2026-08-02T12:13:05.048150Z,470,not_loaded_memory_safe,230,2026-08-01T16:22:08.802175Z,2026-08-02T11:45:59.243340Z,not_scanned,,,,False,18,False
c17827f3-0de,c17827f3-0de,seed-stable-reasoning,agent-029,2,True,2026-08-02T08:47:29.226653Z,2026-08-02T20:45:50.107241Z,59,not_loaded_memory_safe,19,2026-08-02T08:48:22.419392Z,2026-08-02T20:41:54.349600Z,not_scanned,,,,True,42,False
c441e1b7-aa1,c441e1b7-aa1,gpt56_sol_reasoning_high,agent-006,2,True,2026-08-02T08:34:26.569556Z,2026-08-02T20:43:09.711316Z,60,not_loaded_memory_safe,20,2026-08-02T08:35:15.414638Z,2026-08-02T15:35:21.211672Z,not_scanned,,,,True,53,False
c8241b3c-725,c8241b3c-725,es1_orange_o50_thinking,agent-018,2,True,2026-08-02T08:41:56.395103Z,2026-08-03T04:45:41.640241Z,202,not_loaded_memory_safe,381,2026-08-02T08:42:40.793289Z,2026-08-03T04:45:41.605612Z,not_scanned,,,,True,61,False
d16e43d5-69c,d16e43d5-69c,gpt56_sol_reasoning_xhigh,agent-004,2,True,2026-08-02T08:33:30.743730Z,2026-08-02T20:46:43.284516Z,70,not_loaded_memory_safe,20,2026-08-02T08:34:45.168545Z,2026-08-02T20:45:24.629613Z,not_scanned,,,,True,43,False
d20de56a-4be,d20de56a-4be,gpt56_sol_reasoning_xhigh,,,False,2026-08-01T22:52:43.978974Z,2026-08-01T23:23:39.321909Z,22,not_loaded_memory_safe,10,2026-08-01T22:53:04.878949Z,2026-08-01T23:23:20.406741Z,not_scanned,,,,False,,False
d682b984-7c8,d682b984-7c8,gpt56_sol,agent-011,2,True,2026-08-02T08:23:59.858464Z,2026-08-02T20:45:52.120659Z,72,not_loaded_memory_safe,21,2026-08-02T08:24:30.983702Z,2026-08-02T20:41:54.250107Z,not_scanned,,,,True,55,False
