host,pid,captured_utc,context_index,agent_id,client_class,model,history_field,history_count,system_count,user_count,assistant_count,tool_count,typed_item_count,direct_string_content_chars,history_sha256,history_sha256_recomputed,recovery_method,file_bytes,file_sha256,path
122456,37902,2026-08-03T14:34:15.876349+00:00,0,agent-0185,AnthropicAgent,es1_orange_o50,messages,1423,0,719,704,0,0,82244,8f216fd93c0b33dcef14a54b0b85effdcd7560a4ecd8f3f0ac6a8a475ec10feb,8f216fd93c0b33dcef14a54b0b85effdcd7560a4ecd8f3f0ac6a8a475ec10feb,live_process_sanitized_export,2789132,a150b44623e84648e38d26420fa807a974d35dcf7df7735062489a5920ce0b04,/Users/bytedance/Documents/Codex/2026-08-03/ni/work/recover_gen2_context/extracted/122456/pid_37902.json
122456,37903,2026-08-03T14:34:16.213515+00:00,0,agent-0190,OpenAIAgent,ep-20260702161005-jcdtr,messages,445,1,85,172,187,0,429306,092649edf06c3daf5b6e30d9a6a4d628fe670c76b3d9a7aeb2546284a1394b92,092649edf06c3daf5b6e30d9a6a4d628fe670c76b3d9a7aeb2546284a1394b92,live_process_sanitized_export,939356,571c2a44d91214489a08ac1e577cd7991381c5c5ccd1c9cabc6ee275f6931e00,/Users/bytedance/Documents/Codex/2026-08-03/ni/work/recover_gen2_context/extracted/122456/pid_37903.json
122456,50196,2026-08-03T14:34:16.489984+00:00,0,agent-0195,AnthropicAgent,es1_orange_o50,messages,1021,0,516,505,0,0,176722,ae7dc4f0ebc8a60ddc89a89d0037adad5618cd02248e23eb16cd65bfe453236c,ae7dc4f0ebc8a60ddc89a89d0037adad5618cd02248e23eb16cd65bfe453236c,live_process_sanitized_export,2553850,81199d390920e0258cff3572c0d7bf8fe7c7944d8b8dc6733d4cf2fdf3b364ba,/Users/bytedance/Documents/Codex/2026-08-03/ni/work/recover_gen2_context/extracted/122456/pid_50196.json
122456,51252,2026-08-03T14:34:16.810195+00:00,0,agent-076,AnthropicAgent,es1_orange_o50,messages,742,0,376,366,0,0,66473,8e191427b379e58ea8a77eed440d583cde5b180786b79e256fdcaaa1f354605a,8e191427b379e58ea8a77eed440d583cde5b180786b79e256fdcaaa1f354605a,live_process_sanitized_export,2473160,b639a9c9272faeb3a402dbe9f989ba0f05db020436c6ef79884e174a62fdebda,/Users/bytedance/Documents/Codex/2026-08-03/ni/work/recover_gen2_context/extracted/122456/pid_51252.json
122456,51402,2026-08-03T14:34:17.124905+00:00,0,agent-081,OpenAIAgent,ep-20260802152152-sklbd,messages,353,1,60,119,173,0,438702,5ae88175884942d03f4211c641f2553b05f14a19b1365fbeb4fd06c7f568228a,5ae88175884942d03f4211c641f2553b05f14a19b1365fbeb4fd06c7f568228a,live_process_sanitized_export,864230,ae33c63bf3ba77fa958b9e198f8e2abc0cd875b800f9266ee227b22f025eb9e6,/Users/bytedance/Documents/Codex/2026-08-03/ni/work/recover_gen2_context/extracted/122456/pid_51402.json
122456,53065,2026-08-03T14:34:17.393194+00:00,0,agent-081,OpenAIAgent,ep-20260802152152-sklbd,messages,399,1,52,164,182,0,433794,339930bea32485773bc7c6311c7890a3ff8c3bf54b65454e4807b15996781683,339930bea32485773bc7c6311c7890a3ff8c3bf54b65454e4807b15996781683,live_process_sanitized_export,1151448,c56b1554add2c3ce5b9e1962bf857ee6ff175c97c30a28d2f37757d8eefb900e,/Users/bytedance/Documents/Codex/2026-08-03/ni/work/recover_gen2_context/extracted/122456/pid_53065.json
122456,55701,2026-08-03T14:34:17.658205+00:00,0,agent-086,AnthropicAgent,es1_orange_o50,messages,636,0,324,312,0,0,29416,c1ed9f07d406546d2e2626ec919227542d11faa0fbf9040bb9375904574a1944,c1ed9f07d406546d2e2626ec919227542d11faa0fbf9040bb9375904574a1944,live_process_sanitized_export,1492424,97ed7cdd69d1242892e5dd11761fce6b553f06237d0e235c7c511c7bd5460b24,/Users/bytedance/Documents/Codex/2026-08-03/ni/work/recover_gen2_context/extracted/122456/pid_55701.json
122456,58081,2026-08-03T14:34:17.924470+00:00,0,agent-0200,AzureResponsesAgent,gpt-5.6-sol,input_items,516,0,134,131,0,382,149629,aa143b77ea9ca8f941336ee0182e1e67d3449ecd939d94577f179e5d5b5e22c7,aa143b77ea9ca8f941336ee0182e1e67d3449ecd939d94577f179e5d5b5e22c7,live_process_sanitized_export,534115,026df4033630c342f1096b8be37b5d6e4d22bd8425d3b4e076b64a8afef8fc0c,/Users/bytedance/Documents/Codex/2026-08-03/ni/work/recover_gen2_context/extracted/122456/pid_58081.json
122456,58899,2026-08-03T14:34:18.155754+00:00,0,agent-091,AzureResponsesAgent,gpt-5.6-sol,input_items,502,0,135,133,0,367,150761,7f3e8039c0dbbd689673612d72e110c3763dddcb2b013fb95fcaa1241d66bd78,7f3e8039c0dbbd689673612d72e110c3763dddcb2b013fb95fcaa1241d66bd78,live_process_sanitized_export,573135,4194fc2391ed066d35faa831220338fb81eb8a83ea896ba7906c3c85fc480edf,/Users/bytedance/Documents/Codex/2026-08-03/ni/work/recover_gen2_context/extracted/122456/pid_58899.json
122456,59055,2026-08-03T14:34:18.405654+00:00,0,agent-0205,AnthropicAgent,es1_orange_o50,messages,379,0,195,184,0,0,31678,e8932f3e15bbbdd7002870ddbb4ea8ca5ae3806b70cbc5f00f8b9035549a7ae3,e8932f3e15bbbdd7002870ddbb4ea8ca5ae3806b70cbc5f00f8b9035549a7ae3,live_process_sanitized_export,1199900,52dd99579f68bd117dfb534f42379c9b56eabb13883965380a12b3a9d8eca68d,/Users/bytedance/Documents/Codex/2026-08-03/ni/work/recover_gen2_context/extracted/122456/pid_59055.json
122456,60231,2026-08-03T14:34:18.676947+00:00,0,agent-0210,AzureResponsesAgent,gpt-5.6-sol,input_items,699,0,151,150,0,548,168748,767ffaef5487f2821af4dbdecd144d30872aba0dba2458ba28c8cb2ef5fbe99d,767ffaef5487f2821af4dbdecd144d30872aba0dba2458ba28c8cb2ef5fbe99d,live_process_sanitized_export,827053,4bdee1e8d16e19edd897364f73f357989ac17be33c635e874b4bacc37d5b038b,/Users/bytedance/Documents/Codex/2026-08-03/ni/work/recover_gen2_context/extracted/122456/pid_60231.json
122456,60252,2026-08-03T14:34:18.935903+00:00,0,agent-086,AnthropicAgent,es1_orange_o50,messages,291,0,150,141,0,0,30541,a4cd3a41e8792f46572358cc621ae396d46e16b64712efdc51b6877eb896c2eb,a4cd3a41e8792f46572358cc621ae396d46e16b64712efdc51b6877eb896c2eb,live_process_sanitized_export,1125200,d3c666f6114198755ea498bf3aa3ffda44e65dc9f165750b717a7672c9fb60d0,/Users/bytedance/Documents/Codex/2026-08-03/ni/work/recover_gen2_context/extracted/122456/pid_60252.json
122456,65369,2026-08-03T14:34:19.188153+00:00,0,agent-0215,OpenAIAgent,ep-20260802152152-sklbd,messages,8,1,7,0,0,0,8696,0dc650db5acc5ef62c584dd320690f6b874066e2d9e0811bd84fdc42fe215cb1,0dc650db5acc5ef62c584dd320690f6b874066e2d9e0811bd84fdc42fe215cb1,live_process_sanitized_export,10224,0f5e52b28079eefa6f0c3fd8d59f1a7bf1d3e9ab8b439f55ba89a74ab767892a,/Users/bytedance/Documents/Codex/2026-08-03/ni/work/recover_gen2_context/extracted/122456/pid_65369.json
122456,71365,2026-08-03T17:39:16.384842+00:00,0,agent-0220,AzureResponsesAgent,gpt-5.6-sol,input_items,539,0,111,108,0,428,123764,dd1ee9feecd2abc94d43ed0f7a9e2a6f30faf91befd0b73edd37c496af045260,dd1ee9feecd2abc94d43ed0f7a9e2a6f30faf91befd0b73edd37c496af045260,live_process_sanitized_export,667752,c6558745070fd3a177919d65bd813e11d96fbf1e592becc15ed39bff3934c57c,/Users/bytedance/Documents/Codex/2026-08-03/ni/work/recover_gen2_context/extracted/122456/pid_71365.json
122456,71597,2026-08-03T17:39:16.646666+00:00,0,agent-0225,OpenAIAgent,ep-20260802152152-sklbd,messages,28,1,27,0,0,0,31165,4b8863615be2fc18518fdcefbb001560790c3125f21741b3788e916286a3eeb5,4b8863615be2fc18518fdcefbb001560790c3125f21741b3788e916286a3eeb5,live_process_sanitized_export,34415,0258812b258728d9ed641b9916ceeb94163a0ccda74f373222b67b67bf56cc51,/Users/bytedance/Documents/Codex/2026-08-03/ni/work/recover_gen2_context/extracted/122456/pid_71597.json
122456,71713,2026-08-03T17:39:16.885425+00:00,0,agent-0230,AnthropicAgent,es1_orange_o50,messages,354,0,178,176,0,0,18170,2c5930c20c8eeed8903490f1b5505987b32549b654b3d67855a818995a3d900c,2c5930c20c8eeed8903490f1b5505987b32549b654b3d67855a818995a3d900c,live_process_sanitized_export,1321328,8dedcf6c5a0d7e92d54a56d50ebe5006d6e8171bd1a3460eed1e2720cd7297ce,/Users/bytedance/Documents/Codex/2026-08-03/ni/work/recover_gen2_context/extracted/122456/pid_71713.json
122456,71784,2026-08-03T17:39:17.154707+00:00,0,agent-096,AnthropicAgent,es1_orange_o50,messages,504,0,254,250,0,0,17026,f09a96885006c86083c5ccf1f3973feccb8906b9a9db27909f25f58e4dac3a23,f09a96885006c86083c5ccf1f3973feccb8906b9a9db27909f25f58e4dac3a23,live_process_sanitized_export,958933,585f63acac5371e778d38816884b6352fc1a76becae336705c58b83ef846021a,/Users/bytedance/Documents/Codex/2026-08-03/ni/work/recover_gen2_context/extracted/122456/pid_71784.json
122456,73154,2026-08-03T17:39:17.442389+00:00,0,agent-0235,OpenAIAgent,ep-20260802152152-sklbd,messages,256,1,8,109,138,0,334870,20dae59ec7b9c94592fd990d157ca123347dcd1dbaf49c6dd207ad866b07b561,20dae59ec7b9c94592fd990d157ca123347dcd1dbaf49c6dd207ad866b07b561,live_process_sanitized_export,931034,4a4b171dbeacb1f29d856ddaedd9e0ea78de34a4e4b0cd6b1b9e7840c76b74f7,/Users/bytedance/Documents/Codex/2026-08-03/ni/work/recover_gen2_context/extracted/122456/pid_73154.json
122456,75402,2026-08-03T17:39:17.682747+00:00,0,agent-091,AzureResponsesAgent,gpt-5.6-sol,input_items,138,0,6,5,0,132,5792,7ca058bbd77b3945f7e58455404e166ded060cf0b34eb0b6e6aa0cf3604cd079,7ca058bbd77b3945f7e58455404e166ded060cf0b34eb0b6e6aa0cf3604cd079,live_process_sanitized_export,348280,cb4824e27bb0fbec40385d563b1f98076745c1cdb25a513f3bc0d97d411d02dc,/Users/bytedance/Documents/Codex/2026-08-03/ni/work/recover_gen2_context/extracted/122456/pid_75402.json
